featureIdInt,featureIdName,name,preferenceKey,target,phase,installer,installHook,enableCondition,allowedProcess,deniedProcess
188,launcher_fix_anim,Launcher Fix Anim,launcher_fixanim,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherAnimationHooks.FixAnimHook(lpparam),"prefs.getBoolean(""launcher_fixanim"")",com.miui.home,third-party launchers (unless selected app sets)
189,launcher_hide_seek_points,Launcher Hide Seek Points,launcher_hideseekpoints,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherLayoutHooks.HideSeekPointsHook(lpparam),"prefs.getBoolean(""launcher_hideseekpoints"")",com.miui.home,third-party launchers (unless selected app sets)
190,launcher_privacy_folder,Launcher Privacy Folder,launcher_privacyapps_gest,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherFolderHooks.PrivacyFolderHook(lpparam),"prefs.getBoolean(""launcher_privacyapps_gest"") || prefs.getInt(""launcher_spread_action"", 1) != 1",com.miui.home,third-party launchers (unless selected app sets)
191,launcher_hide_from_recents,Launcher Hide From Recents,system_hidefromrecents,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,Launcher.HideFromRecentsHook(lpparam),"prefs.getBoolean(""system_hidefromrecents"")",com.miui.home,third-party launchers (unless selected app sets)
192,launcher_folder_blur,Launcher Folder Blur,launcher_folderblur_opacity,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherFolderHooks.FolderBlurHook(lpparam),"prefs.getInt(""launcher_folderblur_opacity"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
193,launcher_no_unlock_animation,Launcher No Unlock Animation,launcher_nounlockanim,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherAnimationHooks.NoUnlockAnimationHook(lpparam),"prefs.getBoolean(""launcher_nounlockanim"")",com.miui.home,third-party launchers (unless selected app sets)
194,launcher_no_zoom_animation,Launcher No Zoom Animation,launcher_nozoomanim,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherAnimationHooks.NoZoomAnimationHook(lpparam),"prefs.getBoolean(""launcher_nozoomanim"")",com.miui.home,third-party launchers (unless selected app sets)
195,launcher_use_old_launch_animation,Launcher Use Old Launch Animation,launcher_oldlaunchanim,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherAnimationHooks.UseOldLaunchAnimationHook(lpparam),"prefs.getBoolean(""launcher_oldlaunchanim"")",com.miui.home,third-party launchers (unless selected app sets)
196,launcher_close_drawer_on_launch,Launcher Close Drawer On Launch,launcher_closedrawer,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherFolderHooks.CloseDrawerOnLaunchHook(lpparam),"prefs.getBoolean(""launcher_closedrawer"")",com.miui.home,third-party launchers (unless selected app sets)
197,launcher_horizontal_widget_spacing,Launcher Horizontal Widget Spacing,launcher_horizwidgetmargin,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherLayoutHooks.HorizontalWidgetSpacingHook(lpparam),"prefs.getInt(""launcher_horizwidgetmargin"", 0) > 0",com.miui.home,third-party launchers (unless selected app sets)
198,launcher_assist_gesture_action,Launcher Assist Gesture Action,controls_fsg_assist_left_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.AssistGestureActionHook(lpparam),"prefs.getInt(""controls_fsg_assist_left_action"", 1) > 1 || prefs.getInt(""controls_fsg_assist_right_action"", 1) > 1",com.miui.home,third-party launchers (unless selected app sets)
199,launcher_swipe_and_stop_action,Launcher Swipe And Stop Action,controls_fsg_swipeandstop_action,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherGestureHooks.SwipeAndStopActionHook(lpparam),"prefs.getInt(""controls_fsg_swipeandstop_action"", 1) > 1",com.miui.home,third-party launchers (unless selected app sets)
200,launcher_close_on_launch,Launcher Close On Launch,launcher_closefolders,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherFolderHooks.CloseFolderOrDrawerOnLaunchShortcutMenuHook(lpparam),"prefs.getStringAsInt(""launcher_closefolders"", 1) > 1 || prefs.getBoolean(""launcher_closedrawer"")",com.miui.home,third-party launchers (unless selected app sets)
201,launcher_resizable_widgets,Launcher Resizable Widgets,system_resizablewidgets,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherLayoutHooks.ResizableWidgetsHook(lpparam),"prefs.getBoolean(""system_resizablewidgets"")",com.miui.home,third-party launchers (unless selected app sets)
202,launcher_wallpaper_color_mode,Launcher Wallpaper Color Mode,launcher_wallpaper_colormode,LAUNCHER,APPLICATION_ATTACHED,LauncherPostAttachFeatures,LauncherAnimationHooks.WallpaperColorModeHook(lpparam),"prefs.getStringAsInt(""launcher_wallpaper_colormode"", 1) > 1",com.miui.home,third-party launchers (unless selected app sets)
203,input_method_volume_cursor,Input Method Volume Cursor,controls_volumecursor,ANY,PACKAGE_READY,InputMethodFeatures,Controls.VolumeCursorHook(lpparam),"prefs.getBoolean(""controls_volumecursor"")",com.baidu.input; com.baidu.input_mi; com.iflytek.inputmethod; com.iflytek.inputmethod.miui; com.sohu.inputmethod.sogou; com.sohu.inputmethod.sogou.xiaomi; com.google.android.inputmethod*; com.touchtype.swiftkey; com.tencent.wetype,not in scope.list
204,input_method_fix_bottom_margin,Input Method Fix Bottom Margin,controls_nonavbar_fix_inputmethod,ANY,PACKAGE_READY,InputMethodFeatures,Various.FixInputMethodBottomMarginHook(lpparam),"prefs.getBoolean(""controls_nonavbar_fix_inputmethod"") && prefs.getBoolean(""controls_nonavbar"")",com.baidu.input; com.baidu.input_mi; com.iflytek.inputmethod; com.iflytek.inputmethod.miui; com.sohu.inputmethod.sogou; com.sohu.inputmethod.sogou.xiaomi; com.google.android.inputmethod*; com.touchtype.swiftkey; com.tencent.wetype,not in scope.list
205,input_method_gboard_padding,Input Method Gboard Padding,various_gboardpadding_port,ANY,PACKAGE_READY,InputMethodFeatures,Various.GboardPaddingHook(lpparam),"packageName.startsWith(""com.google.android.inputmethod"") && (prefs.getInt(""various_gboardpadding_port"", 0) > 0 || prefs.getInt(""various_gboardpadding_land"", 0) > 0)",com.baidu.input; com.baidu.input_mi; com.iflytek.inputmethod; com.iflytek.inputmethod.miui; com.sohu.inputmethod.sogou; com.sohu.inputmethod.sogou.xiaomi; com.google.android.inputmethod*; com.touchtype.swiftkey; com.tencent.wetype,not in scope.list
206,settings_miuizer_icon,Settings Miuizer Icon,miuizer_settingsiconpos,SYSTEM_PACKAGE,PACKAGE_READY,SettingsFeatures,GlobalActions.miuizerSettingsHook(lpparam),"prefs.getStringAsInt(""miuizer_settingsiconpos"", 1) > 0",com.android.settings,com.android.settings:remote
207,settings_disable_any_notification,Settings Disable Any Notification,system_disableanynotif,SYSTEM_PACKAGE,PACKAGE_READY,SettingsFeatures,(default base install),"prefs.getBoolean(""system_disableanynotif"")",com.android.settings,com.android.settings:remote
208,settings_notification_importance,Settings Notification Importance,system_notifimportance,SYSTEM_PACKAGE,PACKAGE_READY,SettingsFeatures,SystemNotificationHooks.NotificationImportanceHook(lpparam),"prefs.getBoolean(""system_notifimportance"")",com.android.settings,com.android.settings:remote
209,settings_view_wifi_password,Settings View Wifi Password,system_wifipassword,SYSTEM_PACKAGE,PACKAGE_READY,SettingsFeatures,ModsSystem.ViewWifiPasswordHook(lpparam),"prefs.getBoolean(""system_wifipassword"")",com.android.settings,com.android.settings:remote
210,security_center_app_info,Security Center App Info,various_appdetails,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.AppInfoHook(lpparam),"prefs.getBoolean(""various_appdetails"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
211,security_center_apps_disable,Security Center Apps Disable,various_disableapp,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.AppsDisableHook(lpparam),"prefs.getBoolean(""various_disableapp"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
212,security_center_apps_restrict,Security Center Apps Restrict,various_restrictapp,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.AppsRestrictHook(lpparam),"prefs.getBoolean(""various_restrictapp"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
213,security_center_hide_report_button,Security Center Hide Report Button,various_hide_report_ondetails,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.HideReportButtonHook(lpparam),"prefs.getBoolean(""various_hide_report_ondetails"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
214,security_center_scramble_app_lock_pin,Security Center Scramble App Lock Pin,system_applock_scramblepin,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,SystemLockScreenHooks.ScrambleAppLockPINHook(lpparam),"prefs.getBoolean(""system_applock_scramblepin"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
215,security_center_apps_default_sort,Security Center Apps Default Sort,various_appsort,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.AppsDefaultSortHook(lpparam),"prefs.getStringAsInt(""various_appsort"", 1) > 1",com.miui.securitycenter,com.miui.securitycenter.bootaware
216,security_center_intercept_perm,Security Center Intercept Perm,various_skip_interceptperm,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.InterceptPermHook(lpparam),"prefs.getBoolean(""various_skip_interceptperm"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
217,security_center_open_by_default,Security Center Open By Default,various_replace_defaultopen_with_openbydefault,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.OpenByDefaultHook(lpparam),"prefs.getBoolean(""various_replace_defaultopen_with_openbydefault"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
218,security_center_skip_security_scan,Security Center Skip Security Scan,various_skip_securityscan,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.SkipSecurityScanHook(lpparam),"prefs.getBoolean(""various_skip_securityscan"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
219,security_center_show_temp_in_battery,Security Center Show Temp In Battery,various_show_battery_temperature,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.ShowTempInBatteryHook(lpparam),"prefs.getBoolean(""various_show_battery_temperature"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
220,security_center_disable_side_bar_suggestion,Security Center Disable Side Bar Suggestion,various_disable_freeform_suggest_blacklist,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,SystemWindowHooks.DisableSideBarSuggestionHook(lpparam),"prefs.getBoolean(""various_disable_freeform_suggest_blacklist"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
221,security_center_disable_dock_suggest,Security Center Disable Dock Suggest,various_disable_dock_suggest,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.DisableDockSuggestHook(lpparam),"prefs.getBoolean(""various_disable_dock_suggest"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
222,security_center_add_side_bar_expand_receiver,Security Center Add Side Bar Expand Receiver,various_enable_expand_sidebar,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.AddSideBarExpandReceiverHook(lpparam),"HookDiagnostics.currentProcessName == ""com.miui.securitycenter:ui"" && prefs.getBoolean(""various_enable_expand_sidebar"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
223,security_center_no_low_battery_warning,Security Center No Low Battery Warning,system_hidelowbatwarn,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.NoLowBatteryWarningHook(),"prefs.getBoolean(""system_hidelowbatwarn"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
224,security_center_privacy_apps_layout,Security Center Privacy Apps Layout,various_privacyapps_column_nums4,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.PrivacyAppsLayoutHook(lpparam),"prefs.getBoolean(""various_privacyapps_column_nums4"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
225,security_center_persist_privacy_thumbnail_blur,Security Center Persist Privacy Thumbnail Blur,various_disable_reset_recents_privacy_blur,SYSTEM_PACKAGE,PACKAGE_READY,SecurityCenterFeatures,Various.PersistPrivacyThumbnailBlur(lpparam),"prefs.getBoolean(""various_disable_reset_recents_privacy_blur"")",com.miui.securitycenter,com.miui.securitycenter.bootaware
226,phone_show_call_ui,Phone Show Call Ui,various_showcallui,SYSTEM_PACKAGE,PACKAGE_READY,PhoneFeatures,Various.ShowCallUIHook(lpparam),"prefs.getStringAsInt(""various_showcallui"", 0) > 0",com.android.incallui,
227,phone_in_call_brightness,Phone In Call Brightness,various_calluibright,SYSTEM_PACKAGE,PACKAGE_READY,PhoneFeatures,Various.InCallBrightnessHook(lpparam),"prefs.getBoolean(""various_calluibright"")",com.android.incallui,
228,phone_answer_call_in_head_up,Phone Answer Call In Head Up,various_answerinheadup,SYSTEM_PACKAGE,PACKAGE_READY,PhoneFeatures,Various.AnswerCallInHeadUpHook(lpparam),"prefs.getBoolean(""various_answerinheadup"")",com.android.incallui,
229,power_keeper_apps_restrict,Power Keeper Apps Restrict,various_restrictapp,SYSTEM_PACKAGE,PACKAGE_READY,PowerKeeperFeatures,Various.AppsRestrictPowerHook(lpparam),"prefs.getBoolean(""various_restrictapp"")",com.miui.powerkeeper,
230,power_keeper_persist_battery_optimization,Power Keeper Persist Battery Optimization,various_persist_batteryoptimization,SYSTEM_PACKAGE,PACKAGE_READY,PowerKeeperFeatures,Various.PersistBatteryOptimizationHook(lpparam),"prefs.getBoolean(""various_persist_batteryoptimization"")",com.miui.powerkeeper,
231,guard_provider_disable_defraud_apps,Guard Provider Disable Defraud Apps,various_disable_defraud_apps_detect,SYSTEM_PACKAGE,PACKAGE_READY,GuardProviderFeatures,(default base install),"prefs.getBoolean(""various_disable_defraud_apps_detect"")",com.miui.guardprovider,
232,package_installer_miui_package,Package Installer Miui Package,various_miuiinstaller,SYSTEM_PACKAGE,PACKAGE_READY,PackageInstallerFeatures,Various.MiuiPackageInstallerHook(lpparam),"prefs.getBoolean(""various_miuiinstaller"")",com.miui.packageinstaller; com.android.packageinstaller,
233,package_installer_app_info,Package Installer App Info,various_installappinfo,SYSTEM_PACKAGE,PACKAGE_READY,PackageInstallerFeatures,Various.AppInfoDuringMiuiInstallHook(lpparam),"prefs.getBoolean(""various_installappinfo"")",com.miui.packageinstaller; com.android.packageinstaller,
234,package_installer_purify,Package Installer Purify,various_installer_purify,SYSTEM_PACKAGE,PACKAGE_READY,PackageInstallerFeatures,Various.PurePackageInstallerHook(lpparam),"prefs.getBoolean(""various_installer_purify"")",com.miui.packageinstaller; com.android.packageinstaller,
235,media_disable_unlock_wallpaper_scale,Media Disable Unlock Wallpaper Scale,launcher_disable_wallpaperscale,SYSTEM_PACKAGE,PACKAGE_READY,MediaFeatures,LauncherAnimationHooks.DisableUnlockWallpaperScale(lpparam),"packageName == ""com.miui.miwallpaper"" && prefs.getBoolean(""launcher_disable_wallpaperscale"")",android,
236,media_screenshot_config,Media Screenshot Config,system_screenshot,SYSTEM_PACKAGE,PACKAGE_READY,MediaFeatures,(default base install),"packageName == ""com.miui.screenshot"" && prefs.getBoolean(""system_screenshot"")",android,
237,media_gallery_screenshot_path,Media Gallery Screenshot Path,system_gallery_screenshots_path,SYSTEM_PACKAGE,PACKAGE_READY,MediaFeatures,ModsSystem.GalleryScreenshotPathHook(lpparam),"packageName == ""com.miui.gallery"" && prefs.getStringAsInt(""system_gallery_screenshots_path"", 1) > 1",android,
238,android_clean_share_menu,Android Clean Share Menu,system_cleanshare,SYSTEM_PACKAGE,PACKAGE_READY,AndroidPackageFeatures,SystemShareMenuHooks.CleanShareMenuHook(lpparam),"prefs.getBoolean(""system_cleanshare"")",android,
239,android_clean_open_with_menu,Android Clean Open With Menu,system_cleanopenwith,SYSTEM_PACKAGE,PACKAGE_READY,AndroidPackageFeatures,SystemShareMenuHooks.CleanOpenWithMenuHook(lpparam),"prefs.getBoolean(""system_cleanopenwith"")",android,
240,android_all_rotations,Android All Rotations,system_allrotations2,SYSTEM_PACKAGE,PACKAGE_READY,AndroidPackageFeatures,(default base install),"prefs.getStringAsInt(""system_allrotations2"", 1) > 1",android,
241,launcher_post_attach,Launcher Post Attach,null,LAUNCHER,APPLICATION_ATTACHED,GenericAppFeatures,"LauncherInstaller.handleLoadLauncher(lpparam, mPrefs)","packageName == ""com.miui.home""",com.miui.home,third-party launchers (unless selected app sets)
242,generic_app_status_bar_background,Generic App Status Bar Background,system_statusbarcolor,ANY,APPLICATION_ATTACHED,GenericAppFeatures,(default base install),"prefs.getBoolean(""system_statusbarcolor"") && prefs.getStringSet(""system_statusbarcolor_apps"").contains(packageName)",com.miui.home + selected packages,
243,generic_app_no_overscroll,Generic App No Overscroll,system_nooverscroll,ANY,APPLICATION_ATTACHED,GenericAppFeatures,SystemWindowHooks.NoOverscrollAppHook(lpparam),"prefs.getBoolean(""system_nooverscroll"") && prefs.getStringSet(""system_nooverscroll_apps"").contains(packageName)",com.miui.home + selected packages,
244,generic_app_volume_media_player,Generic App Volume Media Player,controls_volumemedia_up,ANY,APPLICATION_ATTACHED,GenericAppFeatures,Controls.VolumeMediaPlayerHook(lpparam),"(prefs.getStringAsInt(""controls_volumemedia_up"", 0) > 0 || prefs.getStringAsInt(""controls_volumemedia_down"", 0) > 0) && prefs.getStringSet(""controls_mediaplayer_apps"").contains(packageName)",com.miui.home + selected packages,
245,status_bar_height_insets,Status Bar Height Insets,system_statusbarheight,SYSTEM_SERVER,SYSTEM_SERVER_STARTING,SystemServerFeatures,SystemStatusBarInsetsHooks.StatusBarInsetsHeightHook(lpparam),StatusBarHeightConfig.isEnabled(prefs),system_server,
246,strong_toast_presentation,Strong Toast Presentation,system_strong_toast_mode,SYSTEM_UI,PACKAGE_READY,SystemUiFeatures,"SystemUIStrongToastHooks.install(lpparam, resolveMode(mPrefs), StatusBarHeightConfig.resolveHeightDp(mPrefs))",resolveMode(prefs) != StrongToastPresentationMode.SYSTEM_DEFAULT,com.android.systemui,miui.systemui.plugin (ClassLoader extracted at runtime)
